
set_id,question_number,question,option_a,option_b,option_c,option_d,correct,explanation,domain,objective,difficulty
Set05,33,"Which Azure service helps you discover, classify, and govern sensitive data across your environment?",Azure Monitor,Microsoft Purview,Azure Site Recovery,Azure Information Protection,B,Microsoft Purview provides data cataloging and governance capabilities to manage sensitive data.,Describe Azure management and governance,Describe the purpose of Microsoft Purview,medium
Set05,34,You plan to host a website using .NET in Azure with built‑in scaling and a managed runtime. Which option is best?,Azure Virtual Machines,Azure App Service,Azure Container Registry,Azure Kubernetes Service,B,App Service is a PaaS offering for hosting web apps with automatic scaling and managed infrastructure.,Describe Azure architecture and services,Describe application hosting options,easy
Set05,35,Which benefit of cloud computing refers to improved ability to centrally enforce policies and manage resources across an organization?,Security and governance,Elasticity,High availability,Scalability,A,"Cloud providers offer governance tools and centralized management, improving security and compliance.",Describe cloud concepts,Describe the benefits of security and governance in the cloud,medium
Set05,36,"To migrate 50 TB of on‑premises data to Azure with limited bandwidth, which solution is most suitable?",Azure Data Box,AzCopy,Azure File Sync,Azure Monitor,A,Azure Data Box provides a physical device to transfer large datasets securely when network bandwidth is limited.,Describe Azure architecture and services,Describe migration options,medium
Set05,37,"You need to collect metrics, logs, and telemetry from applications and resources in Azure. Which tool should you use?",Azure Monitor,Azure Policy,Azure Arc,Azure Budgets,A,"Azure Monitor provides full‑stack monitoring with metrics, logs, and alerts for applications and infrastructure.",Describe Azure management and governance,Describe Azure Monitor and related services,medium
Set05,38,An organization needs to deploy a custom application without worrying about managing servers or middleware. Which cloud model is most appropriate?,IaaS,PaaS,SaaS,Hybrid cloud,B,PaaS provides an application platform and managed runtime environment so you can focus on app development.,Describe cloud concepts,Describe platform as a service (PaaS),medium
Set05,39,"Which authentication method requires users to provide a second factor, such as a code or biometric, in addition to a password?",Single sign‑on (SSO),Multi‑factor authentication (MFA),Passwordless authentication,Anonymous access,B,"MFA requires two or more factors for authentication, improving security.",Describe Azure architecture and services,Describe authentication methods,easy
Set05,40,A startup wants to experiment with an idea but avoid significant upfront costs. Which cloud pricing approach should they choose?,Commit to reserved instances for three years,Choose a consumption‑based model with pay‑as‑you‑go,Invest in on‑premises hardware to save money long term,Purchase support from Microsoft Premier,B,"Pay‑as‑you‑go allows the startup to pay only for actual usage, avoiding large upfront commitments.",Describe cloud concepts,Describe consumption‑based pricing,easy
Set05,41,"In Azure Storage, which redundancy option replicates your data across three primary region datacenters and also to a secondary region?",Locally redundant storage (LRS),Zone‑redundant storage (ZRS),Geo‑redundant storage (GRS),Read‑access geo‑redundant storage (RA‑GRS),C,GRS replicates data synchronously three times within the primary region and asynchronously to a secondary region.,Describe Azure architecture and services,Describe redundancy options,medium
Set05,42,What is the main purpose of Azure Policy?,To manage user identities,To enforce resource compliance with organizational standards,To provide recommendations on security posture,To analyze application performance,B,Azure Policy evaluates resources and enforces compliance with defined rules and standards.,Describe Azure management and governance,Describe the purpose of Azure Policy,medium
Set05,43,Which Azure storage service is best suited for storing unstructured data such as images and videos?,Azure Files,Azure Disks,Azure Blobs,Azure Tables,C,Blob storage is designed to store large amounts of unstructured object data.,Describe Azure architecture and services,Compare Azure Storage services,easy
Set05,44,"Which directory service provides managed domain services (such as domain join, group policy, LDAP) without deploying domain controllers?",Microsoft Entra ID,Microsoft Entra Domain Services,Azure AD B2C,Azure AD B2B,B,Microsoft Entra Domain Services offers domain join and related capabilities without domain controllers.,Describe Azure architecture and services,Describe directory services in Azure,medium
Set05,45,What distinguishes capital expenditure (CapEx) from operational expenditure (OpEx) when comparing on‑premises vs cloud?,CapEx requires ongoing monthly payments; OpEx requires upfront investment,CapEx is a one‑time investment in physical assets; OpEx is pay‑as‑you‑go for services,OpEx involves purchasing servers; CapEx involves leasing capacity,CapEx is associated with SaaS; OpEx is associated with IaaS,B,"CapEx involves large upfront investments in equipment, while OpEx spreads costs over time as services are consumed.",Describe cloud concepts,Compare CapEx and OpEx,medium
