set_id,question_id,domain,objective,difficulty,type,question,option_a,option_b,option_c,option_d,option_e,option_f,correct,explanation,image_url,tags
Set07,Set07-Q034,Azure management & governance,Security,easy,single,Where do you store secrets like DB connection strings securely?,Azure Key Vault,Storage account as plain text,App settings without encryption,Git repo,,,A,"Key Vault secures secrets, keys, and certs with access control.",,security;key-vault
Set07,Set07-Q035,Azure management & governance,Security,easy,single,Collect security signals from multiple sources and detect incidents using:,Microsoft Sentinel,Azure Policy,Cost Analysis,Azure Monitor Metrics,,,A,Sentinel is a cloud‑native SIEM/SOAR.,,security;sentinel
Set07,Set07-Q036,Azure management & governance,Resource protection,medium,single,Prevent accidental changes to a critical resource:,ReadOnly lock,NSG inbound deny,Tag ‘critical’,Policy exemption,,,A,ReadOnly lock prevents updates and deletes.,,locks
Set07,Set07-Q037,Azure management & governance,Resource organization,easy,single,Consistently provision subscriptions with guardrails:,Landing zones + IaC,Manual portal creation,Ad‑hoc scripts only,RBAC alone,,,A,Landing zones via IaC ensure repeatable governance.,,governance;landing-zones
Set07,Set07-Q038,Azure management & governance,Monitoring & audit,easy,single,Track who did what in the subscription:,Activity Log,Log Analytics Metrics,Azure Backup,DDoS Protection,,,A,Activity Log records control-plane operations.,,monitoring;audit
Set07,Set07-Q039,Azure management & governance,Compliance,medium,single,Catalog and govern enterprise data estate:,Microsoft Purview,Azure Data Factory,Azure Monitor,VM Insights,,,A,"Purview provides data catalog, lineage, and governance.",,compliance;purview
Set07,Set07-Q040,Azure management & governance,Identity & access,hard,single,Force MFA when risk is medium or high:,Conditional Access policy,NSG inbound rule,Policy initiative,DDoS standard,,,A,Conditional Access enforces MFA under specified conditions.,,identity;mfa
Set08,Set08-Q001,Cloud concepts,Describe cloud benefits,easy,single,Which term best describes releasing features faster due to managed services?,Agility,Elasticity,Fault tolerance,Governance,,,A,Agility is the ability to deliver changes faster thanks to cloud capabilities.,,benefits;agility
Set08,Set08-Q002,Cloud concepts,Shared responsibility,easy,multi,"In IaaS, which TWO are the customer's responsibilities? (choose two)",OS patching,Hypervisor patching,Physical security,Data classification,,,A;D,"In IaaS, customers manage the OS and data; provider manages the hypervisor and datacenter.",,security;responsibility
Set08,Set08-Q003,Cloud concepts,Cloud types,medium,single,A startup wants to avoid owning hardware and use public services only. Which model?,Public cloud,Private cloud,Hybrid cloud,Community cloud,,,A,Public cloud uses shared infrastructure with logical isolation.,,cloud;public
Set08,Set08-Q004,Cloud concepts,Pricing & tools,easy,single,Which tool helps you analyze actual spend and trends after deployment?,Cost Analysis,Pricing Calculator,TCO Calculator,Azure Advisor,,,A,Cost Analysis visualizes and explores real spend in Cost Management.,,pricing;cost-analysis
Set08,Set08-Q005,Cloud concepts,Reliability & resiliency,easy,multi,Which TWO features help with zone-level resiliency? (choose two),Availability Zones,ZRS (zone-redundant storage),Resource groups,Budgets,,,A;B,AZs and ZRS replicate across physically separate datacenters in a region.,,resiliency;zones
Set08,Set08-Q006,Cloud concepts,Scalability,medium,single,Which statement about autoscale on PaaS services is TRUE?,It can add/remove instances based on metrics,It only works for VMs,It requires manual approval for each scale-out,It ignores CPU metrics,,,A,Autoscale rules respond to metrics like CPU/queue length to scale.,,scaling;autoscale
Set08,Set08-Q007,Cloud concepts,SLA,easy,single,"If a solution uses two services with 99.9% SLA each, the combined SLA is:",< 99.9%,= 99.9%,> 99.9%,= 100%,,,A,Combined SLAs multiply; overall SLA is slightly less than each component.,,sla;composite
Set08,Set08-Q008,Cloud concepts,Economies of scale,easy,single,Which cost characteristic is typical of cloud?,Lower unit cost at scale,Fixed upfront hardware cost,Perpetual licensing only,No variable cost elements,,,A,Massive scale lets providers reduce unit costs as consumption grows.,,benefits;economies
Set08,Set08-Q009,Cloud concepts,Cloud types,medium,single,Which is TRUE for private cloud?,Operated for a single organization,Always runs in Azure,Shared among unrelated tenants,Managed only by Microsoft,,,A,"Private cloud is dedicated to one org, on‑prem or hosted.",,cloud;private
Set08,Set08-Q010,Cloud concepts,Security & reliability,hard,single,Which concept is about designing for failures you can tolerate?,Fault tolerance,Vertical scaling,Price elasticity,Shadow IT,,,A,Fault tolerance keeps service operating when components fail.,,reliability;fault-tolerance
Set08,Set08-Q011,Cloud concepts,Pricing models,easy,single,Which pricing approach best describes Azure Functions consumption plan?,Per-execution consumption,Reserved capacity only,Always-on instance cost,License-based only,,,A,Functions consumption plan bills per execution and resources consumed.,,pricing;functions
Set08,Set08-Q012,Azure architecture & services,Compute options,medium,single,Choose the best service to run scheduled background jobs without managing servers:,Azure Functions (timer trigger),Azure VMs,Azure Kubernetes Service,Azure Batch,,,A,Functions support timer triggers for serverless scheduled jobs.,,compute;functions
Set08,Set08-Q013,Azure architecture & services,Compute options,easy,single,"Batch processing large, parallel, high-throughput workloads is best on:",Azure Batch,Azure App Service,Azure Container Instances,Azure Bastion,,,A,Azure Batch schedules and scales HPC/batch workloads.,,compute;batch
Set08,Set08-Q014,Azure architecture & services,Containers,easy,single,Which registry stores and manages container images?,Azure Container Registry,Azure Kubernetes Service,Azure Container Instances,Azure App Service,,,A,ACR stores images; AKS/ACI run them.,,containers;acr
Set08,Set08-Q015,Azure architecture & services,Web hosting,medium,single,Which feature of App Service slots is TRUE?,Swap enables zero-downtime deployments,It provides L3 firewalling,It’s only for Linux,Slots are required for scaling,,,A,Deployment slots enable blue‑green swaps for minimal downtime.,,app-service;slots
Set08,Set08-Q016,Azure architecture & services,Storage,easy,single,Which access tier is optimal for infrequently accessed Blob data?,Cool,Hot,Archive,Premium page blob,,,A,Cool reduces cost for infrequently accessed data with higher access cost.,,storage;tiers
Set08,Set08-Q017,Azure architecture & services,Storage,easy,single,Which is TRUE about Archive tier?,"Lowest storage cost, high retrieval latency",Best for transactional workloads,Immediately readable,Used for SMB shares,,,A,Archive is for long-term storage with hours‑level rehydration.,,storage;archive
Set08,Set08-Q018,Azure architecture & services,Storage security,medium,single,Encrypting data at rest in Storage is handled by:,Server-side encryption (SSE),Client-only encryption,Disabling HTTPS,Manual disk scrubbing,,,A,Azure Storage uses SSE by default; you can manage keys via Key Vault.,,storage;security;encryption
Set08,Set08-Q019,Azure architecture & services,Databases,easy,single,Managed instance with near full SQL Server compatibility:,Azure SQL Managed Instance,Azure SQL Database (single),Azure Cosmos DB,Azure Database for PostgreSQL,,,A,SQL MI offers high compatibility with SQL Server features.,,database;sqlmi
Set08,Set08-Q020,Azure architecture & services,Databases,hard,single,Which Cosmos DB consistency level offers the strongest consistency?,Strong,Bounded staleness,Session,Eventual,,,A,Strong provides linearizability for reads after writes.,,database;cosmos;consistency
Set08,Set08-Q021,Azure architecture & services,Networking,medium,single,Expose a private endpoint to a PaaS service inside your VNet:,Private Endpoint (Private Link),Public IP,Azure Firewall,UDR,,,A,Private Link maps a service to a private IP in your VNet.,,network;private-link
Set08,Set08-Q022,Azure architecture & services,Networking,easy,single,Join two VNets in the same region with low latency:,VNet Peering,Site‑to‑Site VPN,ExpressRoute,Traffic Manager,,,A,"VNet peering provides private, low‑latency connectivity.",,network;vnet-peering
Set08,Set08-Q023,Azure architecture & services,Networking,easy,single,Which SKU of Load Balancer supports zone redundancy?,Standard Load Balancer,Basic Load Balancer,Application Gateway,Front Door,,,A,Standard LB supports zone redundancy and more features.,,load-balancer;standard
Set08,Set08-Q024,Azure architecture & services,Networking,medium,single,Global HTTP(S) load balancing with anycast edge POPs:,Azure Front Door,Traffic Manager,Application Gateway,Standard Load Balancer,,,A,Front Door accelerates and balances HTTP(S) globally at the edge.,,global;front-door
Set08,Set08-Q025,Azure architecture & services,Monitoring,easy,single,Which tool queries logs with KQL and builds dashboards?,Log Analytics + Workbooks,Activity Log only,Azure Advisor,Azure Bastion,,,A,Workbooks visualize data from Log Analytics queries.,,monitoring;workbooks
Set08,Set08-Q026,Azure architecture & services,Monitoring,easy,single,"Which alert type triggers on a metric threshold, e.g., CPU > 80%?",Metric alert,Activity log alert,Log search alert,Budget alert,,,A,Metric alerts trigger on numerical metrics.,,monitoring;alerts
Set08,Set08-Q027,Azure management & governance,Identity & access,medium,single,Which role type grants broad owner permissions?,Owner,Contributor,Reader,User Access Administrator,,,A,Owner includes full management rights including role assignment.,,rbac;roles
Set08,Set08-Q028,Azure management & governance,Identity & access,easy,single,Grant a team access to a resource group using least privilege:,Assign a built‑in role at the RG scope,Create a new tenant,Give subscription Owner,Use tags,,,A,Use RBAC with a built‑in role scoped to the RG.,,rbac;least-privilege
Set08,Set08-Q029,Azure management & governance,Governance & compliance,easy,single,Group related policy definitions together:,Policy Initiative (policy set),Management Group,Blueprint,Role assignment,,,A,Initiatives bundle multiple policies for joint assignment.,,policy;initiative
Set08,Set08-Q030,Azure management & governance,Governance & compliance,hard,single,Audit and enforce required tags on resources using:,Azure Policy,Azure Advisor,Cost Analysis,Activity Log,,,A,Policies can require tags and deny deployment if missing.,,policy;tags
Set08,Set08-Q031,Azure management & governance,Cost management,easy,single,Showback/chargeback by department is easiest when using:,Tags + Cost Management,Azure Firewall,NSGs,Activity Log,,,A,Consistent tags enable cost allocation and reporting.,,cost;tags
Set08,Set08-Q032,Azure management & governance,Cost management,easy,multi,Which TWO features help proactively reduce spend? (choose two),Budgets,Advisor cost recommendations,VNet peering,Resource locks,,,A;B,Budgets alert on thresholds; Advisor suggests savings opportunities.,,cost;advisor
Set08,Set08-Q033,Azure management & governance,Security,medium,single,Harden baseline configurations across services using:,Microsoft Defender for Cloud recommendations,DDoS Protection,Front Door,Tags,,,A,Defender for Cloud provides secure score and hardening guidance.,,security;defender
